"","score","text"
"1001",-2,"_HeyCharrlie Hi! I am sorry to hear that you have encountered an issue while uninstalling Bitdefender. Please prov "
"1002",0,"#Bitdefender

Whether you need #ComputerProtection for a #SingleComputers, #BusinessComputers or "
"1003",-2,"onesmallmo Hi! I am sorry to hear about the issue that you encountered, please provide us more details with what h "
"1004",-1,"AlwaysACowboy Hi! Please write us at bitsybitdefender.com so we can investigate the issue that occurred and it wi "
"1005",0,"RealSpanish Hi! When accessing a webpage, it may have resources from multiple other locations. Each location repre "
"1006",-1,"Don't be the next victim of a cyber attack! Click to read 5 simple tips to keep your family from being the next vic "
"1007",0,"bitdefender support seems unable to correct a fault where the antivirus has just started to switch itself off. If I "
"1008",-1,"#WPA2_bug leaves virtually all #WiFi_networks at risk of #hacking, research shows "
"1009",0,"Android phones collect location data when GPS is off, send it to Google "
"1010",0,"This #Android #keyboard_app accidentally leaked 31 million users personal details "
"1011",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"1012",-1,"onelin Hi! We are sorry to hear about the issue that occurred and we would like to further investigate. Please con "
"1013",0,"MciverWalter Hi Bitdefender is designed to protect the system it is installed on, no to infect it. The reason an A "
"1014",0,"Hey Bitdefender if someone downloads every single uninstaller you have &amp; is still left with a folder in program fi "
"1015",0,"Bitdefender Mobile Security 3.2.104.254 "
"1016",0,"RealSpanish Hi! Please write us at bitsybitdefender.com so we can investigate the issue that occurred. Thank you!"
"1017",0,"Bitdefender announces investment from growth capital investor Vitruvian Partners "
"1018",0,"Are you a MAC user? Get #Bitdefender #Antivirus for #Mac 2017  "
"1019",0,"The latest Teknobuilding! "
"1020",1,"Bitdefender 2018 Product Line Offers Extensive Protect "
"1021",-1,"Bitcoin Miner NiceHash Hacked, Possibly Losing $62 million ... "
"1022",0,"Hypervisors: Now a Tool to Protect against Security Blind Spot -
ft Bitdefender's Shaun Donaldson
"
"1023",-1,"Modern-day Ferris Bueller hacks school, changes grades, applies... "
"1024",0,"RT Liron_Segev: Shopping online for your year-end gifts is convenient, but comes with a serious risk. Before you grab your credit card, re"
"1025",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1026",0," #Soldes
    
 Bitdefender Internet Security 2017 1 An 5 Postes  "
"1027",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1028",-1,"We need a #CyberMoonshot: a path to #cyberesilience to end the now $2B a year Ransomware epidemic. "
"1029",0," #Soldes
    
 Bitdefender Mobile Security  "
"1030",1,"wow Bitdefender. those were a lot of hoops to jump thru to cancel my subscription. Intentional ?"
"1031",1,"Something new! "
"1032",0,"RT josejmirt: The latest Ciencia Cierta! "
"1033",0,"Bitdefender when I buy a product I expect to be able to access the registration code in my account."
"1034",0,"15minutegamer OH so apparently Bitdefender have a whole other thing they want you to download to uninstall their a "
"1035",0,"RT josejmirt: The latest Ciencia Cierta! "
"1036",-2,"I hate Antivirus that won't fucking get off my computer. I can't delete the Bitdefender folder without Admin permis "
"1037",1,"RT CyberScoopNews: Bitdefender valued at $600M after private equity company buys significant minority stake

 "
"1038",1,"Bitdefender valued at $600M after private equity company buys significant minority stake

 "
"1039",0,"Are you looking for Antivirus? #BitDefender #Antivirus #Plus 2017 #deals #coupon on 2016 version "
"1040",1,"BitDefender Free Edition (1.0.8.33) Download Setup
"
"1041",0," #Soldes
    
 Bitdefender Antivirus for MAC  "
"1042",0,"RT josejmirt: The latest Ciencia Cierta! "
"1043",0,"#ResearchSaturday: learn about Pacifier APT (APT stands for advanced persistent threat). LiviuArsene bitdefender "
"1044",-1,"Bitdefender There's no way I've vistited 158 thousand websites in a week .

What webpages is this scanning? "
"1045",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1046",0,"RT josejmirt: The latest Ciencia Cierta! "
"1047",0," #Soldes
    
 Bitdefender Internet Security 2017 1 An 5 Postes  "
"1048",-1,"Ransomware is now a $2 billion-per-year criminal industry "
"1049",3,"RT Bitdefender: Filip Munteanu has been our colleague since August and we are already super #proud of his achievements. He was the captain"
"1050",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1051",0,"RT josejmirt: The latest Ciencia Cierta! "
"1052",0,"The latest Social Media! "
"1053",0,"RT josejmirt: The latest Ciencia Cierta! "
"1054",0,"The latest Ciencia Cierta! "
"1055",-1,"We need a #CyberMoonshot: a path to #cyberesilience to end the now $2B a year Ransomware epidemic. "
"1056",-1,"Modern-day Ferris Bueller hacks school, changes grades, applies... "
"1057",1,"Hey bro please suggest me the best antivirus (Internet Security) Should I go for Kaspersky or Bitdefender ? "
"1058",0," #Soldes
    
 Bitdefender Internet Security 2015 PC 2 ans 3 postes  "
"1059",0,"The latest The App Rotator News! "
"1060",1,"Are you GDPR compliant? [Video] "
"1061",0,"The latest SilverNews! "
"1062",0," #Soldes
    
 Bitdefender Internet Security 2015 PC 2 ans 3 postes  "
"1063",0,"RT tweet_henri: HOTforSecurity: Oops! This Android keyboard app accidentally leaked 31 million... "
"1064",-1,"We need a #CyberMoonshot: a path to #cyberesilience to end the now $2B a year Ransomware epidemic. "
"1065",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"1066",1,"RT Bitdefender: Learn How to Secure Your Digital Life. Be part of the Bitdefender Unbreakable Community!"
"1067",-1,"#ResearchSaturday: Waiting for #Terdot, a sneaky banking #Trojan with Bitdefender's Bogdan Botezatu. bbotezatu "
"1068",1,"RT HeadLeaks: Are you GDPR compliant? [Video] "
"1069",1,"Are you GDPR compliant? [Video] "
"1070",0,"Bitdefender Total Security Full 2016 "
"1071",0,"Are you a MAC user? Get #Bitdefender #Antivirus for #Mac 2017  "
"1072",-1,"RT CyberScoopNews: Cryptojacking on the rise in poorer countries where ransoms can't be paid

 "
"1073",-1,"Cryptojacking on the rise in poorer countries where ransoms can't be paid

 "
"1074",2,"Bitdefender Webcam worked everywhere else - including in OBS Classic! Finally found a forum post that clued me in "
"1075",0,"A week ago my webcam stopped working in OBS Studio. Reinstalled OBS, webcam, game capture card, purged drivers, etc "
"1076",1,"RT cruzcerda3: Are you GDPR compliant? [Video] "
"1077",1,"Are you GDPR compliant? [Video] "
"1078",1,"Get Bitdefender 2018 Total Security FOR FREE! "
"1079",0,"I added a video to a YouTube playlist "
"1080",0,"RT ambermac: 'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home Minis, Bi"
"1081",1,"Are you GDPR compliant? [Video] "
"1082",0,"Bitdefender Total Security 2018 Unlimited Trial Keys! (No Cracks/Patches) UNLIMETED TRIAL HOW TO TO?: "
"1083",0,"Oops! This #Android keyboard app accidentally leaked 31 million users personal details "
"1084",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1085",0,"bitdefender security report - Bitdefender "
"1086",0,"what is bitdefender total security - Bitdefender "
"1087",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1088",0,"bitdefender pagina oficial - Bitdefender "
"1089",0,"total security vs internet security bitdefender - Bitdefender "
"1090",1,"RT tsecrime: RT actionfrauduk: 31 million Android keyboard app users have had their email addresses, phone numbers, and precise location"
"1091",0,"Bitdefender I just received the offer for box v1 customers. I want v2, but what happens to the remaining days on m "
"1092",1,"Our hot selling product: Bitdefender AntiVirus for Mac  Electronic License Key ... , see at "
"1093",0,"bitdefender internet security or total security - Bitdefender "
"1094",0,"how is bitdefender antivirus - Bitdefender "
"1095",0,"Bitdefender_Ent All of the above."
"1096",0,"who owns bitdefender - Bitdefender "
"1097",0,"Learn about #Terdot Banker #Trojan, a descendant of the #Zeus family of #malware on #ResearchSaturday with Bogdan B "
"1098",1,"which bitdefender product is best - Bitdefender "
"1099",0,"Are you looking for Antivirus? #BitDefender #Antivirus #Plus 2017 #deals #coupon on 2016 version "
"1100",1,"Are you #GDPR compliant? [Video] "
"1101",0,"bitdefender downloading package - Bitdefender "
"1102",1,"bitdefender free upgrade to 2017 - Bitdefender "
"1103",0,"how to download bitdefender - Bitdefender "
"1104",1,"bitdefender free download for windows 7 - Bitdefender "
"1105",0,"about bitdefender antivirus - Bitdefender "
"1106",1,"why bitdefender is the best antivirus - Bitdefender "
"1107",0,"bitdefender create account - Bitdefender "
"1108",1,"download antivirus bitdefender free - Bitdefender "
"1109",1,"bitdefender security free - Bitdefender "
"1110",0,"bitdefender internet security total security - Bitdefender "
"1111",0,"does bitdefender remove viruses - Bitdefender "
"1112",1,"how good is bitdefender antivirus - Bitdefender "
"1113",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1114",0,"antivirus bitdefender internet security - Bitdefender "
"1115",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1116",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1117",0,"bit security antivirus - Bitdefender "
"1118",0,"one click optimizer bitdefender - Bitdefender "
"1119",2,"how does bitdefender ransomware protection work - Bitdefender "
"1120",0,"bitdefender back to school - Bitdefender "
"1121",1,"does bitdefender work - Bitdefender "
"1122",0,"bd antivirus - Bitdefender "
"1123",0,"bitdefender total security or internet security - Bitdefender "
"1124",0,"antivirus romania - Bitdefender "
"1125",1,"RT Bitdefender_Ent: Protect your#enterpriseagainst the full spectrum of sophisticated
#cyberthreats with speed and accuracy!

"
"1126",1,"Are you GDPR compliant? [Video] "
"1127",0,"bitdefender total security product key - Bitdefender "
"1128",0,"avx antivirus - Bitdefender "
"1129",0,"RT ambermac: 'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home Minis, Bi"
"1130",0,"bitdefender total security 2017 central - Bitdefender "
"1131",1,"Are you GDPR compliant? [Video] "
"1132",-1,"RT vkdesai: We need a #CyberMoonshot: a path to #cyberesilience to end the now $2B a year Ransomware epidemic. "
"1133",0,"upgrade bitdefender total security 2017 to 2017 - Bitdefender "
"1134",1,"does bitdefender protect against malware - Bitdefender "
"1135",0,"bitdefender subscription - Bitdefender "
"1136",-1,"RT BitdefenderBOX: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the net"
"1137",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1138",1,"RT InfoSecHotSpot: Are you GDPR compliant? [Video] "
"1139",0,"bitdefender total security 2017 for mac - Bitdefender "
"1140",0,"black friday bitdefender - Bitdefender "
"1141",0,"RT ambermac: 'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home Minis, Bi"
"1142",1,"RT InfoSecHotSpot: Are you GDPR compliant? [Video] "
"1143",0,"Reviews of OneNote, Kaspersky, Malwarebytes, Bitdefender, Cisco Umbrella, Zenview Dual Monitors, Zamzar from "
"1144",1,"Are you GDPR compliant? [Video] "
"1145",0,"bitdefender total security license - Bitdefender "
"1146",0,"bitdefender security suite - Bitdefender "
"1147",0,"bitdefender full download - Bitdefender "
"1148",-1,"We need a #CyberMoonshot: a path to #cyberesilience to end the now $2B a year Ransomware epidemic. "
"1149",-1,"bitdefender virus and spyware removal review - Bitdefender "
"1150",0,"bitdefender total security 2017 for windows 7 - Bitdefender "
"1151",1,"ipreferwestside skygirl55 ^^. I highly recommend bitdefender if you want a second opinion for antivirus, too."
"1152",1,"how good is bitdefender - Bitdefender "
"1153",-1,"fenrirthviti If this is causing the issue would you know how I can fix it in Bitdefender?"
"1154",0,"WX8BMC Bitdefender recently added a ""webcam protection"" feature and neglected to allow OBS in their whitelist."
"1155",0,"You all remember Celebrity DeathMatch on MTV? I think we need a version of that for security vendors... TrendMicro "
"1156",-1,"fenrirthviti been using Bitdefender for years, never had any previous issue in 2 years of on and off streaming."
"1157",0,"WX8BMC pizzagirl1989 Bebo_Official OBSProject Do you use any kind of antivirus, such as Bitdefender or Avast/AVG?"
"1158",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1159",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1160",0,"antivirus b - Bitdefender "
"1161",-1,"#Ransomware now a $2 billion-per-year criminal industry

"
"1162",0,""
"1163",0,"bitdefender process name - Bitdefender "
"1164",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1165",0,"bitdefender total security 2017 firewall - Bitdefender "
"1166",0,"RT Jigsaw: Cryptojacking is a type of malware that uses victims computers to mine cryptocurrency and its reportedly becoming more popu"
"1167",0,"RT ambermac: 'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home Minis, Bi"
"1168",0,"RT KatrinaDestree: Illustrating the need for security checklists to be read. #datasecurity #privacy  "
"1169",0,"antivirus bit - Bitdefender "
"1170",1,"defender total security - Bitdefender "
"1171",0,"antivirus bitdefender total security 2017 - Bitdefender "
"1172",-1,"Bitdefender And yet you use Key Trojans themselves as a part of of the main defenses of Bitdefender. How stupid is "
"1173",1,"Are you GDPR compliant? [Video] "
"1174",0,"RT Bitdefender_Ent: How Is #MachineLearning Used in Bitdefender Technologies? "
"1175",0,"bitdefender products - Bitdefender "
"1176",0,"Illustrating the need for security checklists to be read. #datasecurity #privacy  "
"1177",0,"bitdefender total security 2017 license - Bitdefender "
"1178",0,"bitdefender uninstall tool - Bitdefender "
"1179",1,"RT hack3rsca: #netsec #news Are you GDPR compliant? [Video] "
"1180",0,"bitdefender total security 2017 sign in - Bitdefender "
"1181",0,"bitdefender total security 2017 to 2017 - Bitdefender "
"1182",0,"&gt;15% Off BitDefender Security for Mail Servers "
"1183",0,"&gt;15% Off BitDefender Security for Mail Servers "
"1184",1,"#netsec #news Are you GDPR compliant? [Video] "
"1185",0,"Predictions for 2018:zero-day exploits leaked from security agencies, next-level ransomware

As 2017 draws to an e "
"1186",-2,"How many FUCKING TIMES do I have to click ""show details"" to see the details!!? Fucking windows bitdefender piece of "
"1187",0,"bitdefender total security 2017 upgrade - Bitdefender "
"1188",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1189",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1190",0,"bitdefender black friday - Bitdefender "
"1191",0,"RT ambermac: 'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home Minis, Bi"
"1192",0,"'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home "
"1193",0,"The ITPalooza spider security panel was a huge success yesterday with Bitdefender speaker Steve Velazquez! hack."
"1194",0,"bitdefender remove malware - Bitdefender "
"1195",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1196",1,"The #ITPalooza cyber security panel was a huge success yesterday with Bitdefender speaker Steve Velazquez!
#hack "
"1197",1,"bitdefender total security 2017 cheapest price - Bitdefender "
"1198",0,"what is bitdefender - Bitdefender "
"1199",1,"ITPalooza cyber security panel was a huge success Bitdefender speaking#hack #cybersecurity #ITPalooza "
"1200",1,"RT SuriyaSubraman: Are you GDPR compliant? [Video] "
"1201",1,"Are you GDPR compliant? [Video] "
"1202",0,"trustport - Bitdefender "
"1203",1,"Are you GDPR compliant? [Video] - "
"1204",1,"Are you GDPR compliant? [Video] "
"1205",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1206",-1,"Modern-day Ferris Bueller hacks school, changes grades, applies... "
"1207",0,"Reviews of OneNote, Kaspersky, Malwarebytes, Bitdefender, Cisco Umbrella, Zenview Dual Monitors, Zamzar "
"1208",0,"Reviews of OneNote, Kaspersky, Malwarebytes, Bitdefender, Cisco Umbrella, Zenview Dual Monitors, Zamzar "
"1209",0,"bitdefender total security features - Bitdefender "
"1210",0,"#AiType app accidentally leaked 31 million users personal details "
"1211",1,"Are you GDPR compliant? [Video] "
"1212",1,"HOTforSecurity | Are you GDPR compliant? [Video] "
"1213",1,"RT SunnyHoi: Are you GDPR compliant? [Video] "
"1214",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1215",1,"RT SunnyHoi: Are you GDPR compliant? [Video] "
"1216",1,"RT SunnyHoi: Are you GDPR compliant? [Video] "
"1217",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1218",1,"Are you GDPR compliant? [Video] "
"1219",1,"Are you GDPR compliant? [Video] "
"1220",1,"Are you GDPR compliant? [Video] "
"1221",1,"Are you GDPR compliant? [Video] "
"1222",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1223",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1224",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1225",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1226",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1227",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1228",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1229",1,"Bitdefender_Ent Unfortunately for the super virus defender companies its the low-tech viruses that defeat them eve "
"1230",0,"RT Bitdefender_Ent: How Is #MachineLearning Used in Bitdefender Technologies? "
"1231",0,"RT Bitdefender_Ent: How Is #MachineLearning Used in Bitdefender Technologies? "
"1232",0,"RT Bitdefender_Ent: How Is #MachineLearning Used in Bitdefender Technologies? "
"1233",0,"How Is #MachineLearning Used in Bitdefender Technologies? "
"1234",0,"Are you looking for Antivirus? #BitDefender #Antivirus #Plus 2017 #deals #coupon on 2016 version "
"1235",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1236",1,"Protect your#enterpriseagainst the full spectrum of sophisticated
#cyberthreats with speed and accuracy! "
"1237",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1238",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1239",3,"I can finally rest easy . My PC is safe, being protected Free of charge by the #1 AV: Bitdefender #freeantivirus: "
"1240",0,""
"1241",-1,"Man-in-the-Middle Flaw in Major Banking, VPN Apps ... "
"1242",1,"ambermac Bitdefender Great thanks!"
"1243",3,"Bitdefender All good as of this morning. Activating in the New Year and looking forward to better security and sof "
"1244",2,"rociogutie24 Bitdefender Hi there! Great question. Hey Bitdefender, what would you recommend? Thx!"
"1245",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1246",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1247",-1,"ALERT! Android keyboard app accidentally leaks 31 million users personal details. "
"1248",0,"Lunarsory Hi! Please tell us more about this via DM and show us the screenshots you are referring to (we can only "
"1249",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1250",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1251",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1252",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1253",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1254",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1255",-1,"RT BitdefenderBOX: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the net"
"1256",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1257",0,"RT InfoSecHotSpot: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1258",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"1259",-1,"Cryptojacking on the rise in poorer countries where ransoms can't be paid "
"1260",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1261",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1262",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1263",0,"Have you checked out #ResearchSaturday? Listen &amp; learn about Pacifier APT. #backdoor LiviuArsene bitdefender "
"1264",0,"BITDEFENDER STOP REMOVING DOKI DOKI LITERATURE CLUB SPOILERS, BLOCK THAT TAG."
"1265",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1266",0,"RT RobotList: Bitdefender Box: Security for the Internet of Things connect "
"1267",-1,"RT Bitdefender: #BitdefenderBOX protects your entire #WiFi and blocks malicious attempts aimed at any of the #smartdevices from the networ"
"1268",0,"Bitdefender Box: Security for the Internet of Things connect "
"1269",0,"Bitdefender Box: Security for the Internet of Things connect "
"1270",0,"Bitdefender Box: Security for the Internet of Things connect "
"1271",0,"Bitdefender Box: Security for the Internet of Things connect "
"1272",0,"Bitdefender Box: Security for the Internet of Things connect "
"1273",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1274",1,"ed_wade3 Thank you for your reply and confirmation. :) Kind regards!"
"1275",2,"securityaffairs The pleasure was ours. :) Have a wonderful day ahead!"
"1276",-1,"Your service provider doesn't have to be hacked for you to lose data. "
"1277",0,"How to Stop Bitdefender to get it renew Automatically?

#cancelbitdefenderautorenewal #bitdefendersupports "
"1278",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"1279",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1280",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1281",0,"Dont you see some risk in the internet of things (IoT)? Some interesting fact on #IoT by TechSci Research "
"1282",1,"RT tsecrime: RT actionfrauduk: 31 million Android keyboard app users have had their email addresses, phone numbers, and precise location"
"1283",1,"RT actionfrauduk: 31 million Android keyboard app users have had their email addresses, phone numbers, and precise "
"1284",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1285",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1286",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1287",0,"Bitdefender Seems to be working ok now! Cheers!"
"1288",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1289",0,"As malware families explodes to 160+ distinct groups, 1-in-6 spam emails include ransomware in attachments or links. "
"1290",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
"1291",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1292",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
"1293",0,"Nimhon Hi! We checked with our team and they informed us that an email with the solution will be sent to you very "
"1294",0,"RT securityaffairs ""Bitdefender Thanksssss"""
"1295",1,"Top story: Oops! This Android keyboard app accidentally leaked 31 million users "
"1296",0,"RT BitdefenderBOX: ""Proud to be a part of a company that still shakes the industry and solves real problems,"" says our Director of Product"
"1297",0,"Bitdefender Thanksssss"
"1298",0,"Educationgirlsf Hello! Please write us at bitsybitdefender.com, so our tech team can look into this and help you. Thanks!"
"1299",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1300",0,"ed_wade3 Hello! Please check again and tell us how it works on your end. It was a small update issue but everythin "
"1301",0,"Remco_Vrolijk Hi! Please check again and tell us how it works on your end. It was a small update issue but everyth "
"1302",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1303",0,"ThatMrDan Hello! Please check again and tell us how it works on your end. It was a small update issue but everythi "
"1304",0,"Zakariann Hi! Please check again and tell us how it works on your end. It was a small update issue but everything "
"1305",-3,"This is wrong. It's the GalaxyUpdater.exe that causes a bug. Not the fault of the antivirus company. The previous G "
"1306",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1307",1,"securityaffairs Hi! The detection was removed and we can access the website properly, on our end. Please confirm e "
"1308",-3,"GOGcom Sorry, but your last update ruined your Galaxy program. Totally. The ClientService fails to start, the Upda "
"1309",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1310",0,"Are you a MAC user? Get #Bitdefender #Antivirus for #Mac 2017  "
"1311",2,"br345b3ck GadgetDetective HowardBentham BBCOxford AmazonUK BarclaysUK Bitdefender? Great phishing protection "
"1312",0,"RT evanderburg: Android spyware found secretly recording WhatsApp, Viber, and Skype chats "
"1313",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1314",-1,"Bitdefender Virus Definitions December 8, 2017 "
"1315",0,"Oops! This Android keyboard app accidentally leaked 31 million users&amp;#8217; personal details "
"1316",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1317",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1318",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1319",1,"RT Bitdefender: Learn How to Secure Your Digital Life. Be part of the Bitdefender Unbreakable Community!"
"1320",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1321",0,"GOGcom avast_antivirus AvastSupport Don't get any of that turd with Bitdefender "
"1322",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details

"
"1323",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1324",0,"RT gcluley: Oops! This Android keyboard app accidentally leaked 31 million users' personal details "
"1325",-2,"GOGcom avast_antivirus AvastSupport Ooooor... Remove the useless piece of crap that Avast is and install some re "
"1326",0,"Bitdefender Hello guys! it's normal ? "
"1327",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1328",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1329",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1330",2,"Cities would be smart to deploy strong cyber security measures as they build more connected infrastructures "
"1331",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1332",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1333",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1334",-1,"RT gmillard: Android Keyboard app leaked 31M user details through careless MongoDB configuration. Included email, list of other apps insta"
